partyId,frenchCode,englishCode,color,incumbentCode,incumbent,votesPercentage,votesLead,votes,candidateId,candidateLastName,candidateFirstName,votesPosition,candidateStatus,REGION,RIDING NUM,Party Name,PROVINCE
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.460884395778234,6108,18646,106352,McDonald,Kenneth,1,"['Elected', 'ReElected']",Avalon,1,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.309909286402847,-6108,12538,106356,Chapman,Matthew,2,['ResultToCome'],Avalon,1,Conservative Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.175519687569518,-11545,7101,106355,Movelle,Lea Mary,3,['ResultToCome'],Avalon,1,New Democratic Party,Newfoundland
3086,PVC,GRN,-12738757,,,0.0536866302494006,-16474,2172,106353,Malone,Greg,4,['ResultToCome'],Avalon,1,Green Party of Canada,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.456935940073975,2004,14701,106357,Rogers,Churence,1,"['Elected', 'ReElected']",Bonavista-Burin-Trinity,2,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.394647685947844,-2004,12697,106360,Vokey,Sharon,2,['ResultToCome'],Bonavista-Burin-Trinity,2,Conservative Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.119820967892332,-10846,3855,106358,Cooper,Matthew,3,['ResultToCome'],Bonavista-Burin-Trinity,2,New Democratic Party,Newfoundland
3086,PVC,GRN,-12738757,,,0.0285954060858484,-13781,920,106359,Reichel,Kelsey,4,['ResultToCome'],Bonavista-Burin-Trinity,2,Green Party of Canada,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.481745838901713,4166,15861,106371,Simms,Scott,1,"['Elected', 'ReElected']",Coast of Bays-Central-Notre Dame,3,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.355212003401774,-4166,11695,106370,Bracci,Alex,2,['ResultToCome'],Coast of Bays-Central-Notre Dame,3,Conservative Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.123253553638683,-11803,4058,106369,Joe,Noel,3,['ResultToCome'],Coast of Bays-Central-Notre Dame,3,New Democratic Party,Newfoundland
3086,PVC,GRN,-12738757,,,0.0397886040578302,-14551,1310,106368,White,Byron,4,['ResultToCome'],Coast of Bays-Central-Notre Dame,3,Green Party of Canada,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.417854187735589,1096,4545,106366,Jones,Yvonne,1,"['Elected', 'ReElected']",Labrador,4,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.317091109680978,-1096,3449,106367,Flemming,Larry,2,['ResultToCome'],Labrador,4,Conservative Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.24675921669578,-1861,2684,106365,Gray,Michelene,3,['ResultToCome'],Labrador,4,New Democratic Party,Newfoundland
3086,PVC,GRN,-12738757,,,0.0182954858876528,-4346,199,108517,Colbourne,Tyler,4,['ResultToCome'],Labrador,4,Green Party of Canada,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.473674612478833,7308,18182,106361,Hutchings,Gudie,1,"['Elected', 'ReElected']",Long Range Mountains,5,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.283287742607789,-7308,10874,106364,Eisses,Josh,2,['ResultToCome'],Long Range Mountains,5,Conservative Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.197837697017064,-10588,7594,106363,Pike,Holly,3,['ResultToCome'],Long Range Mountains,5,New Democratic Party,Newfoundland
3086,PVC,GRN,-12738757,,,0.0345447440406409,-16856,1326,106362,Knill,Lucas,4,['ResultToCome'],Long Range Mountains,5,Green Party of Canada,Newfoundland
3121,VCP,VCP,,,,0.0106552038556728,-17773,409,108820,Miles,Robert,5,['ResultToCome'],Long Range Mountains,5,Veterans Coalition Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.468956348327055,6203,21164,106376,Harris,Jack,1,"['Elected', 'ElectedWithGain']",St. John's East,6,New Democratic Party,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.331508974074895,-6203,14961,106373,Whalen,Nick,2,['ResultToCome'],St. John's East,6,Liberal Party of Canada,Newfoundland
3085,PCC,CON,-14858112,,,0.18140926213162,-12977,8187,106372,Wall,Joedy,3,['ResultToCome'],St. John's East,6,Conservative Party of Canada,Newfoundland
3086,PVC,GRN,-12738757,,,0.0181254154664303,-20346,818,106374,Peters,David,4,['ResultToCome'],St. John's East,6,Green Party of Canada,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.508528622766614,9391,20094,106378,O'Regan,Seamus,1,"['Elected', 'ReElected']",St. John's South-Mount Pearl,7,Liberal Party of Canada,Newfoundland
3091,NPD,NDP,-2458617,,,0.270866022169358,-9391,10703,106377,Anonsen,Anne Marie,2,['ResultToCome'],St. John's South-Mount Pearl,7,New Democratic Party,Newfoundland
3085,PCC,CON,-14858112,,,0.1907425216379,-12557,7537,106380,Martin,Terry,3,['ResultToCome'],St. John's South-Mount Pearl,7,Conservative Party of Canada,Newfoundland
3086,PVC,GRN,-12738757,,,0.0181454674292656,-19377,717,106379,Hayward,Alexandra,4,['ResultToCome'],St. John's South-Mount Pearl,7,Green Party of Canada,Newfoundland
3108,PPC,PP,-12309125,,,0.00825024042111657,-19768,326,108570,Ruckpaul,Benjamin,5,['ResultToCome'],St. John's South-Mount Pearl,7,People's Party of Canada,Newfoundland
3083,PHC,CHP,-5542525,,,0.00346712557574531,-19957,137,108891,Jones,David,6,['ResultToCome'],St. John's South-Mount Pearl,7,Christian Heritage Party,Newfoundland
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.492556574641656,4384,10687,106385,MacAulay,Lawrence,1,"['Elected', 'ReElected']",Cardigan,8,Liberal Party of Canada,Prince Edward Island
3085,PCC,CON,-14858112,,,0.290500990920404,-4384,6303,106382,Phelan,Wayne,2,['ResultToCome'],Cardigan,8,Conservative Party of Canada,Prince Edward Island
3086,PVC,GRN,-12738757,,,0.138544499239526,-7681,3006,106383,Beaton,Glen,3,['ResultToCome'],Cardigan,8,Green Party of Canada,Prince Edward Island
3091,NPD,NDP,-2458617,,,0.0676591233811126,-9219,1468,106381,Thiele,Lynne,4,['ResultToCome'],Cardigan,8,New Democratic Party,Prince Edward Island
3083,PHC,CHP,-5542525,,,0.0107388118173019,-10454,233,106384,Squires,Christene,5,['ResultToCome'],Cardigan,8,Christian Heritage Party,Prince Edward Island
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.441980054020362,4051,8509,106387,Casey,Sean,1,"['Elected', 'ReElected']",Charlottetown,9,Liberal Party of Canada,Prince Edward Island
3086,PVC,GRN,-12738757,,,0.231560357365469,-4051,4458,106389,Lanthier,Darcie,2,['ResultToCome'],Charlottetown,9,Green Party of Canada,Prince Edward Island
3085,PCC,CON,-14858112,,,0.203822979430708,-4585,3924,106388,Campbell,Robert A.,3,['ResultToCome'],Charlottetown,9,Conservative Party of Canada,Prince Edward Island
3091,NPD,NDP,-2458617,,,0.113910243091627,-6316,2193,106386,Byrne,Joe,4,['ResultToCome'],Charlottetown,9,New Democratic Party,Prince Edward Island
3083,PHC,CHP,-5542525,,,0.00872636609183461,-8341,168,108571,MacLeod,Fred,5,['ResultToCome'],Charlottetown,9,Christian Heritage Party,Prince Edward Island
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.394217651379998,897,7513,106391,Morrissey,Bobby,1,"['Elected', 'ReElected']",Egmont,10,Liberal Party of Canada,Prince Edward Island
3085,PCC,CON,-14858112,,,0.347150802812467,-897,6616,106393,McLellan,Logan,2,['ResultToCome'],Egmont,10,Conservative Party of Canada,Prince Edward Island
3086,PVC,GRN,-12738757,,,0.196610347360688,-3766,3747,106392,Clark,Alex,3,['ResultToCome'],Egmont,10,Green Party of Canada,Prince Edward Island
3091,NPD,NDP,-2458617,,,0.0620211984468465,-6331,1182,106390,Dunn,Sharon,4,['ResultToCome'],Egmont,10,New Democratic Party,Prince Edward Island
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.413938341293964,3430,9533,106394,Easter,Wayne,1,"['Elected', 'ReElected']",Malpeque,11,Liberal Party of Canada,Prince Edward Island
3086,PVC,GRN,-12738757,,,0.265002171081198,-3430,6103,106395,Keenan,Anna,2,['ResultToCome'],Malpeque,11,Green Party of Canada,Prince Edward Island
3085,PCC,CON,-14858112,,,0.256144159791576,-3634,5899,106396,Stewart,Stephen,3,['ResultToCome'],Malpeque,11,Conservative Party of Canada,Prince Edward Island
3091,NPD,NDP,-2458617,,,0.064915327833261,-8038,1495,106397,Nash,Craig,4,['ResultToCome'],Malpeque,11,New Democratic Party,Prince Edward Island
3088,PLC,LIB,-3790556,y,FormerLeadingParty,0.384571278400268,1619,16097,106399,Kelloway,Mike,1,['Elected'],Cape Breton-Canso,12,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.345891965501589,-1619,14478,106400,MacLeod,Alfie,2,['ResultToCome'],Cape Breton-Canso,12,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.149509042692978,-9839,6258,106401,Suitor,Laurie,3,['ResultToCome'],Cape Breton-Canso,12,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.0775497527295315,-12851,3246,106398,Doucet,Clive,4,['ResultToCome'],Cape Breton-Canso,12,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0231263587930334,-15129,968,108597,Joyce,Billy,5,['ResultToCome'],Cape Breton-Canso,12,People's Party of Canada,Nova Scotia
3087,IND,IND,-10066330,,,0.01603077143608,-15426,671,108910,Dockrill,Michelle,6,['ResultToCome'],Cape Breton-Canso,12,Independent,Nova Scotia
3106,ANC,NCA,,,,0.0033208304465203,-15958,139,108911,LeBlanc,Darlene Lynn,7,['ResultToCome'],Cape Breton-Canso,12,National Citizens Alliance of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.464956574429408,7517,20718,106404,Fraser,Sean,1,"['Elected', 'ReElected']",Central Nova,13,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.296258892704055,-7517,13201,106403,Canyon,George,2,['ResultToCome'],Central Nova,13,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.132318947911757,-14822,5896,106406,MacDonald,Betsy,3,['ResultToCome'],Central Nova,13,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.0780538162885163,-17240,3478,106405,Randle,Barry,4,['ResultToCome'],Central Nova,13,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0210507417132341,-19780,938,108598,Muir,Al,5,['ResultToCome'],Central Nova,13,People's Party of Canada,Nova Scotia
3084,COM,COM,-16777216,,,0.00401714580668327,-20539,179,108916,Frazer,Chris,6,['ResultToCome'],Central Nova,13,Communist Party of Canada,Nova Scotia
3087,IND,IND,-10066330,,,0.0033438811463453,-20569,149,106402,Slowik,Michael,7,['ResultToCome'],Central Nova,13,Independent,Nova Scotia
3088,PLC,LIB,-3790556,y,FormerLeadingParty,0.366820682068207,453,16672,106407,Zann,Lenore,1,['Elected'],Cumberland-Colchester,14,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.356853685368537,-453,16219,106408,Armstrong,Scott,2,['ResultToCome'],Cumberland-Colchester,14,Conservative Party of Canada,Nova Scotia
3086,PVC,GRN,-12738757,,,0.132343234323432,-10657,6015,106412,Blanch,Jason,3,['ResultToCome'],Cumberland-Colchester,14,Green Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.11993399339934,-11221,5451,106411,Duchesne,Larry,4,['ResultToCome'],Cumberland-Colchester,14,New Democratic Party,Nova Scotia
3108,PPC,PP,-12309125,,,0.0133773377337734,-16064,608,108228,Archer,William,5,['ResultToCome'],Cumberland-Colchester,14,People's Party of Canada,Nova Scotia
3087,IND,IND,-10066330,,,0.0051045104510451,-16440,232,106409,Rushton,Matthew V.,6,['ResultToCome'],Cumberland-Colchester,14,Independent,Nova Scotia
3121,VCP,VCP,,,,0.00316831683168317,-16528,144,108920,O'Blenis,Jody,7,['ResultToCome'],Cumberland-Colchester,14,Veterans Coalition Party of Canada,Nova Scotia
3106,ANC,NCA,,,,0.0023982398239824,-16563,109,108919,Garvey,Stephen J,8,['ResultToCome'],Cumberland-Colchester,14,National Citizens Alliance of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.451668726823239,9531,23751,106414,Fisher,Darren,1,"['Elected', 'ReElected']",Dartmouth-Cole Harbour,15,Liberal Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.270419321099173,-9531,14220,106413,Norton,Emma,2,['ResultToCome'],Dartmouth-Cole Harbour,15,New Democratic Party,Nova Scotia
3085,PCC,CON,-14858112,,,0.161262717504992,-15271,8480,106416,Cole,Jason,3,['ResultToCome'],Dartmouth-Cole Harbour,15,Conservative Party of Canada,Nova Scotia
3086,PVC,GRN,-12738757,,,0.0988304649614909,-18554,5197,106415,MacPherson,Lil,4,['ResultToCome'],Dartmouth-Cole Harbour,15,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0178187696111058,-22814,937,108229,Lindsay,Michelle,5,['ResultToCome'],Dartmouth-Cole Harbour,15,People's Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.431640150311279,6494,23088,106419,Fillmore,Andy,1,"['Elected', 'ReElected']",Halifax,16,Liberal Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.310232010319879,-6494,16594,106420,Saulnier,Christine,2,['ResultToCome'],Halifax,16,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.145113948662342,-15326,7762,106421,Roberts,Jo-Ann,3,['ResultToCome'],Halifax,16,Green Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.0974779861279889,-17874,5214,106417,Holland,Bruce,4,['ResultToCome'],Halifax,16,Conservative Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0113107367870029,-22483,605,108230,McGenn,Duncan,5,['ResultToCome'],Halifax,16,People's Party of Canada,Nova Scotia
3110,APP,APP,,,,0.00422516779150853,-22862,226,108924,Wilson,Bill,6,['ResultToCome'],Halifax,16,Animal Protection Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.494591213481492,16396,26884,106425,Regan,Geoff,1,"['Elected', 'ReElected']",Halifax West,17,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.192950180292884,-16396,10488,106422,Shuman,Fred,2,['ResultToCome'],Halifax West,17,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.191864743542571,-16455,10429,106424,Wilson,Jacob,3,['ResultToCome'],Halifax West,17,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.120593862683052,-20329,6555,106423,Zurawski,Richard,4,['ResultToCome'],Halifax West,17,Green Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,y,FormerLeadingParty,0.433163318413657,8902,20807,106426,Blois,Kody,1,['Elected'],Kings-Hants,18,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.247840116581659,-8902,11905,106432,MacQuarrie,Martha,2,['ResultToCome'],Kings-Hants,18,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.171604038721765,-12564,8243,106428,Schneider,Stephen,3,['ResultToCome'],Kings-Hants,18,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.125512647028209,-14778,6029,106427,Anderson,Brogan,4,['ResultToCome'],Kings-Hants,18,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0163630685958156,-20021,786,108234,Southall,Matthew,5,['ResultToCome'],Kings-Hants,18,People's Party of Canada,Nova Scotia
3097,PR,RP,,,,0.00306026855417924,-20660,147,106430,Tan,Nicholas,6,['ResultToCome'],Kings-Hants,18,Parti Rhinoceros Party,Nova Scotia
3121,VCP,VCP,,,,0.00245654210471531,-20689,118,108927,Dodge,Stacey,7,['ResultToCome'],Kings-Hants,18,Veterans Coalition Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.401912717147872,8063,19920,106433,Samson,Darrell,1,"['Elected', 'ReElected']",Sackville-Preston-Chezzetcook,19,Liberal Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.239230877872607,-8063,11857,106436,Stickland,Matt,2,['ResultToCome'],Sackville-Preston-Chezzetcook,19,New Democratic Party,Nova Scotia
3085,PCC,CON,-14858112,,,0.226459253878902,-8696,11224,106434,Copley,Kevin,3,['ResultToCome'],Sackville-Preston-Chezzetcook,19,Conservative Party of Canada,Nova Scotia
3086,PVC,GRN,-12738757,,,0.11587272763957,-14177,5743,106435,Edmonds,Anthony,4,['ResultToCome'],Sackville-Preston-Chezzetcook,19,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0165244234610496,-19101,819,108615,Hogg,Sybil,5,['ResultToCome'],Sackville-Preston-Chezzetcook,19,People's Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.416728546676567,7143,21887,106437,Jordan,Bernadette,1,"['Elected', 'ReElected']",South Shore-St. Margarets,20,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.280725804916129,-7143,14744,106438,Perkins,Rick,2,['ResultToCome'],South Shore-St. Margarets,20,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.159193465470954,-13526,8361,106439,Hepburn,Jessika,3,['ResultToCome'],South Shore-St. Margarets,20,New Democratic Party,Nova Scotia
3086,PVC,GRN,-12738757,,,0.115572818491651,-15817,6070,106440,Trappenberg,Thomas,4,['ResultToCome'],South Shore-St. Margarets,20,Green Party of Canada,Nova Scotia
3108,PPC,PP,-12309125,,,0.0126616020258563,-21222,665,108616,Monk,Robert,5,['ResultToCome'],South Shore-St. Margarets,20,People's Party of Canada,Nova Scotia
3087,IND,IND,-10066330,,,0.00721616115458578,-21508,379,106442,Foster,Steven,6,['ResultToCome'],South Shore-St. Margarets,20,Independent,Nova Scotia
3087,IND,IND,-10066330,,,0.00314160050265608,-21722,165,108952,McMahon,Shawn,7,['ResultToCome'],South Shore-St. Margarets,20,Independent,Nova Scotia
3121,VCP,VCP,,,,0.00239904038384646,-21761,126,108951,Matthews,Jason,8,['ResultToCome'],South Shore-St. Margarets,20,Veterans Coalition Party of Canada,Nova Scotia
3083,PHC,CHP,-5542525,,,0.00236096037775366,-21763,124,108953,Schulthies,Kevin,9,['ResultToCome'],South Shore-St. Margarets,20,Christian Heritage Party,Nova Scotia
3088,PLC,LIB,-3790556,y,FormerLeadingParty,0.308951104100946,1308,12536,106443,Battiste,Jaime,1,['Elected'],Sydney-Victoria,21,Liberal Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.276715299684543,-1308,11228,106447,Orrell,Eddie,2,['ResultToCome'],Sydney-Victoria,21,Conservative Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.200857649842271,-4386,8150,106446,McDavid,Jodi,3,['ResultToCome'],Sydney-Victoria,21,New Democratic Party,Nova Scotia
3087,IND,IND,-10066330,,,0.139959582018927,-6857,5679,108955,MacKinnon,Archie,4,['ResultToCome'],Sydney-Victoria,21,Independent,Nova Scotia
3086,PVC,GRN,-12738757,,,0.0554268533123028,-10287,2249,106444,Foster,Lois,5,['ResultToCome'],Sydney-Victoria,21,Green Party of Canada,Nova Scotia
3087,IND,IND,-10066330,,,0.0118296529968454,-12056,480,108956,MacNeil,Kenzie,6,['ResultToCome'],Sydney-Victoria,21,Independent,Nova Scotia
3121,VCP,VCP,,,,0.00625985804416404,-12282,254,108954,Joy,Randy,7,['ResultToCome'],Sydney-Victoria,21,Veterans Coalition Party of Canada,Nova Scotia
3085,PCC,CON,-14858112,,,0.392562865559493,1356,18390,106448,d'Entremont,Chris,1,"['Elected', 'ElectedWithGain']",West Nova,22,Conservative Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,y,FormerLeadingParty,0.363616957691158,-1356,17034,106449,Deveau,Jason,2,['ResultToCome'],West Nova,22,Liberal Party of Canada,Nova Scotia
3086,PVC,GRN,-12738757,,,0.126990564829441,-12441,5949,106450,Green,Judy N,3,['ResultToCome'],West Nova,22,Green Party of Canada,Nova Scotia
3091,NPD,NDP,-2458617,,,0.10715962942407,-13370,5020,106451,Dubois,Matthew,4,['ResultToCome'],West Nova,22,New Democratic Party,Nova Scotia
3121,VCP,VCP,,,,0.00966998249583743,-17937,453,108957,Cook,Gloria Jane,5,['ResultToCome'],West Nova,22,Veterans Coalition Party of Canada,Nova Scotia
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.551364949996881,16175,26519,106454,Cormier,Serge,1,"['Elected', 'ReElected']",Acadie-Bathurst,23,Liberal Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.215065388693682,-16175,10344,106455,Savoie,Martine,2,['ResultToCome'],Acadie-Bathurst,23,Conservative Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.144769944071356,-19556,6963,106453,Thériault,Daniel,3,['ResultToCome'],Acadie-Bathurst,23,New Democratic Party,New Brunswick
3086,PVC,GRN,-12738757,,,0.0887997172380814,-22248,4271,106452,Kryszko,Robert,4,['ResultToCome'],Acadie-Bathurst,23,Green Party of Canada,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.465355211635279,10706,24957,106458,LeBlanc,Dominic,1,"['Elected', 'ReElected']",Beauséjour,24,Liberal Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.265728137236621,-10706,14251,106456,Reinsborough,Laura,2,['ResultToCome'],Beauséjour,24,Green Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.17592765243334,-15522,9435,106457,Cormier,Vincent,3,['ResultToCome'],Beauséjour,24,Conservative Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.0734104046242775,-21020,3937,106459,Bélanger,Jean-Marc,4,['ResultToCome'],Beauséjour,24,New Democratic Party,New Brunswick
3108,PPC,PP,-12309125,,,0.0195785940704829,-23907,1050,108625,Mercier,Nancy,5,['ResultToCome'],Beauséjour,24,People's Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.328344826113875,791,15380,106462,Atwin,Jenica,1,"['Elected', 'ElectedWithGain']",Fredericton,25,Green Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.311457910804637,-791,14589,108393,Johnson,Andrea,2,['ResultToCome'],Fredericton,25,Conservative Party of Canada,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.273328921244209,-2577,12803,106461,DeCourcey,Matt,3,['ResultToCome'],Fredericton,25,Liberal Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.0603317606370487,-12554,2826,106463,Thomason,Mackenzie,4,['ResultToCome'],Fredericton,25,New Democratic Party,New Brunswick
3108,PPC,PP,-12309125,,,0.0163745436690079,-14613,767,108626,Paull,Jason,5,['ResultToCome'],Fredericton,25,People's Party of Canada,New Brunswick
3110,APP,APP,,,,0.00591362268098461,-15103,277,108960,Thomas,Lesley,6,['ResultToCome'],Fredericton,25,Animal Protection Party of Canada,New Brunswick
3089,LTN,LTN,,,,0.00262590465617728,-15257,123,108958,Kirby,Brandon,7,['ResultToCome'],Fredericton,25,Libertarian Party of Canada,New Brunswick
3084,COM,COM,-16777216,,,0.00162251019406076,-15304,76,108959,Patterson,Jacob,8,['ResultToCome'],Fredericton,25,Communist Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.460395829801661,9712,21727,106468,Moore,Rob,1,"['Elected', 'ElectedWithGain']",Fundy Royal,26,Conservative Party of Canada,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.25459823698932,-9712,12015,106466,Lockhart,Alaina,2,['ResultToCome'],Fundy Royal,26,Liberal Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.149601627394474,-14667,7060,106465,Thompson,Tim,3,['ResultToCome'],Fundy Royal,26,Green Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.0987455500932361,-17067,4660,106467,Tolan,James,4,['ResultToCome'],Fundy Royal,26,New Democratic Party,New Brunswick
3108,PPC,PP,-12309125,,,0.0262544499067639,-20488,1239,108627,Neumayer,Rudy,5,['ResultToCome'],Fundy Royal,26,People's Party of Canada,New Brunswick
3087,IND,IND,-10066330,,,0.00616629937277505,-21436,291,106464,Amos,David Raymond,6,['ResultToCome'],Fundy Royal,26,Independent,New Brunswick
3106,ANC,NCA,,,,0.00423800644176979,-21527,200,108629,Evans,John,7,['ResultToCome'],Fundy Royal,26,National Citizens Alliance of Canada,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.501838714347763,7531,17331,106471,Arseneault,René,1,"['Elected', 'ReElected']",Madawaska-Restigouche,27,Liberal Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.283770088316201,-7531,9800,106472,Fox,Nelson,2,['ResultToCome'],Madawaska-Restigouche,27,Conservative Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.147386709135659,-12241,5090,106470,Bérubé,Louis,3,['ResultToCome'],Madawaska-Restigouche,27,Green Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.0670044882003764,-15017,2314,106469,Betteridge,Chad,4,['ResultToCome'],Madawaska-Restigouche,27,New Democratic Party,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.367806457207272,414,12725,106475,Finnigan,Pat,1,"['Elected', 'ReElected']",Miramichi-Grand Lake,28,Liberal Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.355840101742926,-414,12311,106476,McLean,Peggy,2,['ResultToCome'],Miramichi-Grand Lake,28,Conservative Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.113160100586756,-8810,3915,106473,Deitch,Patty,3,['ResultToCome'],Miramichi-Grand Lake,28,Green Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.0830707864843773,-9851,2874,109175,Clancy Teslenko,Eileen,4,['ResultToCome'],Miramichi-Grand Lake,28,New Democratic Party,New Brunswick
3108,PPC,PP,-12309125,,,0.0351475561464867,-11509,1216,108630,Nowlan,Ron,5,['ResultToCome'],Miramichi-Grand Lake,28,People's Party of Canada,New Brunswick
3087,IND,IND,-10066330,,,0.0335289186923722,-11565,1160,108962,MacKenzie,Allison,6,['ResultToCome'],Miramichi-Grand Lake,28,Independent,New Brunswick
3087,IND,IND,-10066330,,,0.0114460791398098,-12329,396,108961,Lawson,Mathew Grant,7,['ResultToCome'],Miramichi-Grand Lake,28,Independent,New Brunswick
3088,PLC,LIB,-3790556,x,FormerPartyAndMP,0.428565928036502,10071,22261,106477,Petitpas Taylor,Ginette,1,"['Elected', 'ReElected']",Moncton-Riverview-Dieppe,29,Liberal Party of Canada,New Brunswick
3085,PCC,CON,-14858112,,,0.234680322661379,-10071,12190,106479,Godin-Charest,Sylvie,2,['ResultToCome'],Moncton-Riverview-Dieppe,29,Conservative Party of Canada,New Brunswick
3086,PVC,GRN,-12738757,,,0.18040929480392,-12890,9371,106478,Kelly,Claire,3,['ResultToCome'],Moncton-Riverview-Dieppe,29,Green Party of Canada,New Brunswick
3091,NPD,NDP,-2458617,,,0.118668540515565,-16097,6164,106480,MacLaren,Luke,4,['ResultToCome'],Moncton-Riverview-Dieppe,29,New Democratic Party,New Brunswick
